NM_SETOR_TEMA;NR_ANO;NM_TECNOLOGIAS;NM_TEC_RESUM;DS_DIFUSAO_TECNOLOGICA_5ANOS;NR_DIFUSAO_TECNOLOGICA_5ANOS_INICIO;NR_DIFUSAO_TECNOLOGICA_5ANOS_FIM;DS_DIFUSAO_TECNOLOGICA_10ANOS;NR_DIFUSAO_TECNOLOGICA_10ANOS_INICIO;NR_DIFUSAO_TECNOLOGICA_10ANOS_FIM;DS_DIFUSAO_TECNOLOGICA_15ANOS;NR_DIFUSAO_TECNOLOGICA_15ANOS_INICIO;NR_DIFUSAO_TECNOLOGICA_15ANOS_FIM;NM_FT_ORGANIZACIONAL;DS_FT_ORGANIZACIONAL;DS_EMP_IMPACTADAS_5ANOS;PC_EMP_IMPACTADAS_5ANOS;DS_EMP_IMPACTADAS_10ANOS;PC_EMP_IMPACTADAS_10ANOS;NM_NV_OCUP;DS_NV_OCUP;DS_DEMANDA_EMP_5ANOS;NR_DEMANDA_EMP_5ANOS;DS_DEMANDA_EMP_10ANOS;NR_DEMANDA_EMP_10ANOS;NM_CONHEC_NV_OCUP;NM_HAB_NV_OCUP;NM_OCUP;NM_ATIV;NM_NOVAS_ATIV;NM_CONHEC;NM_CONHEC_DETALHADOS;NM_NV_CONHEC;NM_HABIL;NM_NV_HABIL;NM_CAPAC;NM_NV_CAPAC;NM_OUTRAS_OCUP;NM_ESTILOS_TRABALHO;CD_CNAE20_DIV;CD_CNAE20_GRUPO;CD_CNAE20_CLASSE;CD_CNAE23_SUBCLASSE
Metalurgia;2020;Tecnologia para monitoramento de comportamento e produtividade do trabalhador objetivando a segurança e saúde ocupacional,;Monitoramento trabalhador;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas na existência de programas de qualidade de vida no trabalho e programas de coaching.;;11 a 30%;30;31 a 50%;50;;;;0;;0;;;Especialista em Planejamento para a Metalurgia;Elaborar planejamento integrado da produção/manutenção;;Psicologia;;;Gestão de recursos financeiros;;;;;;24;;;
Metalurgia;2020;;;;0;0;;0;0;;0;0;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas na existência de estrutura organizacional descentralizada,  democratização da informação.;;Até 10%;10;Até 10%;10;;;;0;;0;;;Especialista em Planejamento para a Metalurgia;Elaborar relatórios periódicos para gerência;;Química;;;Gestão de recursos de materiais;;;;;;24;;;
Metalurgia;2020;;;;0;0;;0;0;;0;0;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas na existência de projetos e ações que permitam o comprometimento e o empowerment dos colaboradores.;;11 a 30%;30;31 a 50%;50;;;;0;;0;;;Especialista em Planejamento para a Metalurgia;Apresentar relatórios periódicos para gerência;;Serviços;;;Gestão do tempo;;;;;;24;;;
Metalurgia;2020;;;;0;0;;0;0;;0;0;Outro (especificar);;;0;;0;;;;0;;0;;;Especialista em Planejamento para a Metalurgia;Entregar produtos dentro do prazo;;Transportes;;;Fluência digital;;;;;;24;;;
Metalurgia;2020;;;;0;0;;0;0;;0;0;Estabelecimento de metas financeiras e não financeiras claras e transparentes com a participação dos funcionários envolvidos;;11 a 30%;30;31 a 50%;50;;;;0;;0;;;Especialista em Planejamento para a Metalurgia;Utilizar Tecnologias da Indústria 4.0 (Big Data, Machine Learning, p.ex.) para melhoria da produtividade;;;;;;;;;;;24;;;
Metalurgia;2020;;;;0;0;;0;0;;0;0;Estabelecimento de metas financeiras e não financeiras factíveis e alinhadas com a estratégia corporativa;;31 a 50%;50;51 a 70%;70;;;;0;;0;;;Especialista em Planejamento para a Metalurgia;Controlar a qualidade dos produtos por meio do uso de ferramentas da qualidade tais como FMEA e PDCA dentre outras;;;;;;;;;;;24;;;
Metalurgia;2020;;;;0;0;;0;0;;0;0;Outro (especificar);;;0;;0;;;;0;;0;;;Técnico Metalúrgico;Responder não conformidades para os clientes;;Produção e Processamento;;;Orientação a serviços;;;;;Iniciativa;24;;;
Metalurgia;2020;;;;0;0;;0;0;;0;0;Estabelecimento de ações e progamas de responsabilidade empresarial que assegurem aos trabalhadores uma remuneração que garanta um nível de vida adequado a eles e a suas famílias;;Nenhuma empresa da cadeia produtiva irá implementar;0;Nenhuma empresa da cadeia produtiva irá implementar;0;;;;0;;0;;;Técnico Metalúrgico;Controlar indicadores de eficiência;;;;;Persuasão;;Orientação a resultados;;;;24;;;
Metalurgia;2020;;;;0;0;;0;0;;0;0;Estabelecimento de ações e progamas de responsabilidade empresarial que minimizem os riscos à saúde e segurança do consumidor ou cliente de seus produtos e serviços;;31 a 50%;50;51 a 70%;70;;;;0;;0;;;;;;;;;;;;;;;24;;;
Metalurgia;2020;;;;0;0;;0;0;;0;0;Estabelecimento de ações e progamas de responsabilidade empresarial que racionalizem e otimizem o uso de utilidades e a a reciclagem de seus produtos após o uso;;31 a 50%;50;51 a 70%;70;;;;0;;0;;;;;;;;;;;;;;;24;;;
Metalurgia;2020;;;;0;0;;0;0;;0;0;Estabelecimento de ações e progamas de responsabilidade empresarial que informem e eduquem seus clientes finais, quanto ao melhor uso e descarte dos produtos gerados pela cadeia;;31 a 50%;50;51 a 70%;70;;;;0;;0;;;;;;;;;;;;;;;24;;;
Metalurgia;2020;;;;0;0;;0;0;;0;0;Estabelecimento de ações e progamas de responsabilidade empresarial que incentivem e remunerem, por meio de processos sistemáticos, seus funcionários a inovar;;Até 10%;10;11 a 30%;30;;;;0;;0;;;;;;;;;;;;;;;24;;;
Metalurgia;2020;;;;0;0;;0;0;;0;0;Outro (especificar);;;0;;0;;;;0;;0;;;;;;;;;;;;;;;24;;;
Metalurgia;2020;Uso, pelas empresas metalurgicas, de sistemas integrados de engenharia para manufatura de produtos.;Engenharia integrada;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;11 a 30% do mercado;11;30;Estratégias de comercialização baseadas no oferecimento de soluções (produtos + serviços);;Até 10%;10;11 a 30%;30;;;;0;;0;;;Caldereiro de Manutenção Industrial;Inspecionar o conjunto;;Produção e Processamento;;;Solução de problemas;;;;;Adaptabilidade / Flexibilidade;24;;;
Biogás;2018;Aplicação, pelas empresas do setor de biogás, do princípio da economia circular na bio digestão;Economia circular biogás;Até 10% do mercado;0;10;Até 10% do mercado;0;10;Até 10% do mercado;0;10;Estabelecimento de metas financeiras e não financeiras;Facilmente mensuráveis;11 a 30%;30;51 a 70%;70;;;;0;;0;;;Técnico em química com especialização em biogás;Prescrever ações corretivas baseados em relatórios de desempenho;;Matemática;;;Análise de controle de qualidade;;Raciocínio matemático;;;;19, 35;193;19322;
Biogás;2018;Uso, pelas empresas do setor de biogás, de sistemas de automação e monitoramento em plantas de biogás;Automação biogás;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;11 a 30% do mercado;11;30;Ferramentas para o processo de tomada de decisão;Ferramentas para identificação de tendências tecnológicas (prospectiva tecnológica);11 a 30%;30;31 a 50%;50;;;;0;;0;;;Técnico em eletromecânica com especialização em biogás;Registrar  documento de intervenções necessárias em equipamentos;;Matemática;;;Reparos;;Discriminação de cores;;;;19, 35;193;19322;
Biogás;2018;Uso, pelas empresas do setor de biogás, de equipamento para medição de quantidade de biogás;Medição biogás;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;11 a 30% do mercado;11;30;Ferramentas para o processo de tomada de decisão;Ferramentas para Monitoramento de operaçõesda concorrência (tecnológico ou de mercado);Até 10%;10;31 a 50%;50;;;;0;;0;;;Técnico em eletromecânica com especialização em biogás;Especificar equipamentos e componentes que necessitam ser substituídos;;Língua Portuguesa;;;Solução de problemas;;Sensibilidade auditiva;;;;19, 35;193;19322;
Construção Civil;2018;Uso, pelas empresas de construção civil, de elementos de sombreamento de fachadas;Sombreamento fachadas;Até 10% do mercado;0;10;Até 10% do mercado;0;10;;0;0;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas no(a):;Estabelecimento de  remunerações  fixa e variável e programas de benefícios/benefícios flexíveis (cardápios de benefícios).;Até 10%;10;11 a 30%;30;;;;0;;0;;;Instalador hidráulico;Instalar tubos e conexões (PVC, COBRE, GALVANIZADO, CPVC, PPR, PEX).;;Construções;;;Matemática;;Ordenação de informações;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de sistema Light Steel frame;Light steel frame;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas no(a):;Existência de programas de desenvolvimento de carreira e programas de capacitação e aprendizagem.;Até 10%;10;11 a 30%;30;;;;0;;0;;;Instalador hidráulico;Instalar peças e acessórios sanitários.;;Administração e Gestão;;;Compreensão de leitura;;Raciocínio matemático;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil , de sistema para reuso de água cinza;Reuso água cinza;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas no(a):;Existência de programas de qualidade de vida no trabalho e programas de coaching.;Até 10%;10;Até 10%;10;;;;0;;0;;;Instalador hidráulico;Interpretar projetos.;;Design;;;Julgamento e tomada de decisões;;Compreensão oral;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de drones para monitoramento das obras;Drones construção;Até 10% do mercado;0;10;Até 10% do mercado;0;10;;0;0;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas no(a):;Existência de estrutura organizacional descentralizada,  democratização da informação.;Até 10%;10;Até 10%;10;;;;0;;0;;;Instalador hidráulico;Instalar reservatório.;;Matemática;;;Seleção de equipamentos;;;;;Confiabilidade;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de concretos permeáveis;Concretos permeáveis;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas no(a):;Existência de projetos e ações que permitam o comprometimento e o empowerment dos colaboradores.;Até 10%;10;Até 10%;10;;;;0;;0;;;Instalador hidráulico;Montar barrilhete.;;Física;;;Instalação;;Atenção seletiva;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de Sistemas de Impermeabilização;Impermeabilização;11 a 30% do mercado;11;30;11 a 30% do mercado;11;30;;0;0;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas no(a):;Outro (especificar);;0;;0;;;;0;;0;;;Instalador hidráulico;Quantificar materiais.;;Legislação e Governo;;;Manutenção de equipamentos;;Percepção de problemas;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de Construção seca (Drywall);Construção seca;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;;0;0;Estabelecimento de metas financeiras e não financeiras;Facilmente mensuráveis;11 a 30%;30;11 a 30%;30;;;;0;;0;;;Instalador hidráulico;Realizar soldagens de conexão.;;Língua Portuguesa;;;Solução de problemas;;;;;Cooperação;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de Tecnologias para o Conforto Térmico e Acústico;Conforto térmico/acústico;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;Estabelecimento de metas financeiras e não financeiras;Claras e transparentes com a participação dos funcionários envolvidos;;0;Até 10%;10;;;;0;;0;;;Instalador hidráulico;Fazer marcação cortes e furos em parede e pisos.;;;;;Gestão do tempo;;;;;Iniciativa;41, 42, 43;;;
Construção Civil;2018;Implantação, pelas empresas de construção civil, da ferramenta Building Information Modeling (BIM);BIM;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;Estabelecimento de metas financeiras e não financeiras;Factíveis e alinhadas com a estratégia corporativa;Até 10%;10;Até 10%;10;;;;0;;0;;;Instalador hidráulico;Instalar sistema hidráulico de bombeamento e de pressurização.;;;;;;;;;;;41, 42, 43;;;
Construção Civil;2018;Implantação, pelas empresas de construção civil, de ferramentas e técnicas para gestão da Produtividade;Gestão produtividade;11 a 30% do mercado;11;30;11 a 30% do mercado;11;30;;0;0;Estabelecimento de metas financeiras e não financeiras;Outros (especificar);;0;;0;;;;0;;0;;;Instalador hidráulico;Realizar teste de estanqueidade.;;;;;;;;;;;41, 42, 43;;;
Construção Civil;2018;Implantação, pelas empresas de construção civil, de metodologias de Assistência Técnica Pós-Garantia;Assistência pós-garantia;31 a 50% do mercado;31;50;51 a 70% do mercado;51;70;;0;0;Estabelecimento de indicadores de desempenho;Estabelecidos de forma de forma clara e transparente com a participação dos funcionários envolvidos?;Até 10%;10;11 a 30%;30;;;;0;;0;;;Instalador e montador de elevadores;Ler projetos.;;Computadores, Eletrônica e automação;;;Matemática;;Atenção seletiva;;;;41, 42, 43;;;
Construção Civil;2018;Implantação, pelas empresas de construção civil, de ferramentas para a logistica nos Canteiros de Obras;Logística obras;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;Estabelecimento de indicadores de desempenho;Com foco equilibrado entre o desempenho financeiro e não financeiro?;Até 10%;10;Até 10%;10;;;;0;;0;;;Instalador e montador de elevadores;Conferir Dimensões (Poço, Casa de Máquina, Vãos de Portas).;;Construções;;;Compreensão de leitura;;Percepção de problemas;;;;41, 42, 43;;;
Construção Civil;2018;Implantação, pelas empresas de construção civil, de metodologias de Inspeção Predial;Inspeção predial;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;Estabelecimento de indicadores de desempenho;Facilmente mensuráveis;Até 10%;10;11 a 30%;30;;;;0;;0;;;Instalador e montador de elevadores;Conferir a Quantidade e Especificação dos Materiais (Trilhos, Cabos, Motor, Cabine, Freios).;;Língua Portuguesa;;;Gestão do tempo;;Flexibilidade para categorização;;;;41, 42, 43;;;
Construção Civil;2018;Adoção, pelas empresas de construção civil, da norma de Desempenho (NBR 15.575:2013);Norma desempenho;31 a 50% do mercado;31;50;31 a 50% do mercado;31;50;;0;0;Estabelecimento de indicadores de desempenho;Mensurados por ferramentas de TI;Até 10%;10;11 a 30%;30;;;;0;;0;;;Instalador e montador de elevadores;Instalar Infraestrutura (Trilhos, Cabos, Motor, Freios).;;Matemática;;;Aprendizagem ativa;;Memorização;;;;41, 42, 43;;;
Construção Civil;2018;Adoção, pelas empresas de construção civil, da ISO 9001: 2015;ISO 9001:2015;Até 10% do mercado;0;10;Até 10% do mercado;0;10;;0;0;Estabelecimento de indicadores de desempenho;Disseminados para os funcionários de todos os níveis da empresa;Até 10%;10;11 a 30%;30;;;;0;;0;;;Instalador e montador de elevadores;Instalar Cabine do Elevador.;;Mecânica;;;Operação e controle;;Destreza manual;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de ensaios para caracterização das Condições do local de implantação do empreendimento (entorno);Ensaios localização;31 a 50% do mercado;31;50;51 a 70% do mercado;51;70;;0;0;Estabelecimento de indicadores de desempenho;Utilizados para novas ações estratégicas, táticas ou  operacionais;Até 10%;10;11 a 30%;30;;;;0;;0;;;Instalador e montador de elevadores;Configurar o Sistema de Funcionamento.;;;;;Comunicação;;Controle e precisão;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de Simulador de Desempenho para Sistemas Construtivos;Simulador desempenho;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;Estabelecimento de indicadores de desempenho;Outro (especificar);;0;;0;;;;0;;0;;;Instalador e montador de elevadores;Testar o Funcionamento do Elevador.;;;;;Redação;;Raciocínio dedutivo;;;;41, 42, 43;;;
Construção Civil;2018;Adoção, pelas empresas de construção civil, de Parametrização de Sistemas, Componentes e Produtos.;Parametrização sistemas;11% a 30% do mercado;0;0;31 a 50% do mercado;31;50;;0;0;Estabelecimento de ações e programas de responsabilidade empresarial que:;Permitam a contratação, capacitação e promoção grupos vulneráveis visando promover a igualdade de oportunidades;Até 10%;10;Até 10%;10;;;;0;;0;;;Instalador e montador de elevadores;Preencher Relatórios de Conclusão.;;;;;Instalação;;Coordenação dos membros superiores e inferiores;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de tecnologias de informação georeferenciadas;Informação georreferenciada;11% a 30% do mercado;0;0;31 a 50% do mercado;31;50;;0;0;Estabelecimento de ações e programas de responsabilidade empresarial que:;Informem e eduquem seus clientes finais, quanto ao melhor uso e descarte dos produtos gerados pela cadeia;Até 10%;10;Até 10%;10;;;;0;;0;;;Serralheiro de Alumínio;Ler projetos.;;;;;Matemática;;;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil , de simuladores para desempenho térmico;Simuladores térmicos;11% a 30% do mercado;0;0;31 a 50% do mercado;31;50;;0;0;Estabelecimento de ações e programas de responsabilidade empresarial que:;Incentivem e remunerem, por meio de processos sistemáticos, seus funcionários a inovar;Até 10%;10;Até 10%;10;;;;0;;0;;;Serralheiro de Alumínio;Identificar os tipos de materiais.;;;;;Compreensão de leitura;;;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de softwares de Simulação em eficiência energética;Simulação eficiência energética;11% a 30% do mercado;0;0;31 a 50% do mercado;31;50;;0;0;Estabelecimento de ações e programas de responsabilidade empresarial que:;Outro (especificar);;0;;0;;;;0;;0;;;Serralheiro de Alumínio;Selecionar ferramentas e equipamentos adequados para cada atividade.;;;;;Seleção de equipamentos;;;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, da Internet das Coisas (IoT) para, por exemplo,  reunir informações detalhadas do que está acontecendo no canteiro de obras em tempo real e automatizar processos como pedidos de novos materiais e ferramentas.;IoT construção;Até 10% do mercado;0;10;31 a 50% do mercado;31;50;;0;0;Estratégias de Produção baseadas na:;Produção Enxuta (lean manufacturing);11 a 30%;30;11 a 30%;30;;;;0;;0;;;Eletricista instalador residencial;Montar quadros elétricos.;;Design;;;Julgamento e tomada de decisões;;Compreensão oral;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de argamassa estabilizada para projeção;Argamassa estabilizada;Até 10% do mercado;0;10;Até 10% do mercado;0;10;;0;0;Estratégias de Produção baseadas na:;Outro (especificar);;0;;0;;;;0;;0;;;Eletricista instalador residencial;Montar tomadas e interruptores.;;Matemática;;;Seleção de equipamentos;;;;;Confiabilidade;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de sistemas de automação Residencial;Automação residencial;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;;0;0;Ferramentas para o processo de tomada de decisão;Ferramentas de análise de mercado;Até 10%;10;11 a 30%;30;;;;0;;0;;;Eletricista instalador residencial;Instalar iluminação.;;Física;;;Instalação;;Atenção seletiva;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de concreto com bambú;Concreto bambú;Não ocorrerá difusão;0;0;Até 10% do mercado;0;10;;0;0;Ferramentas para o processo de tomada de decisão;Ferramentas para Monitoramento de operaçõesda concorrência (tecnológico ou de mercado);Até 10%;10;Até 10%;10;;;;0;;0;;;Eletricista instalador residencial;Instalar SPDA.;;Legislação e Governo;;;Manutenção de equipamentos;;Percepção de problemas;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de paineís industrializados (concreto e tijolos pré-moldados);Painéis industrializados;11 a 30% do mercado;11;30;11 a 30% do mercado;11;30;;0;0;Ferramentas para o processo de tomada de decisão;Ferramentas para identificação de tendências tecnológicas (prospectiva tecnológica);Até 10%;10;11 a 30%;30;;;;0;;0;;;Eletricista instalador residencial;Fazer manutenção de sistemas elétricos.;;Língua Portuguesa;;;Solução de problemas;;;;;Cooperação;41, 42, 43;;;
Eletroeletrônico;2019;Uso, pelas empresas, de veículos autônomos (drones, etc..);Veículos autônomos;Até 10% do mercado;0;10;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;Ferramentas para o processo de tomada de decisão;Outro (especificar);;0;;0;;;;0;;0;;;Técnico em eletroeletrônica;Elaborar documentação técnica;;Física;;;Análise de controle de qualidade;;Velocidade de organização e resposta;;;;26;;;
Eletroeletrônico;2019;Implantação, pelas empresas de eletroeletrônica, da ISO 9001;ISO 9001;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;51 a 70% do mercado;51;70;Estabelecimento de indicadores de desempenho;Estabelecidos de forma de forma clara e transparente com a participação dos funcionários envolvidos?;Até 10%;10;11 a 30%;30;;;;0;;0;;;Técnico em eletrônica;Homologar componentes;;Física;;;Gestão do tempo;;Percepção de problemas;;;;26;;;
Eletroeletrônico;2019;Implantação, pelas empresas de eletroeletrônica, da ISO 14001;ISO 14001;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;Estabelecimento de indicadores de desempenho;Com foco equilibrado entre o desempenho financeiro e não financeiro?;Até 10%;10;11 a 30%;30;;;;0;;0;;;Técnico em eletrônica;Realizar orçamentos;;Telecomunicações;;;Análise de controle de qualidade;;Velocidade de organização e resposta;;;;26;;;
Eletroeletrônico;2019;Implantação, pelas empresas de eletroeletrônica, da ferramenta de logística reversa para produtos eletrônicos;Logística reversa;Até 10% do mercado;0;10;51 a 70% do mercado;51;70;51 a 70% do mercado;51;70;Estabelecimento de indicadores de desempenho;Facilmente mensuráveis;Até 10%;10;11 a 30%;30;;;;0;;0;;;Técnico em eletrônica;Elaborar parecer técnico;;Serviços;;;Manutenção de equipamentos;;Multitarefa;;;;26;;;
Eletroeletrônico;2019;"Implantação, pelas empresas de eletroeletrônica, de ERP - Análise de Recursos da empresa (Gerenciamento de estoque; Ordem de serviços/processos etc.) baseado em inteligência artificial.";ERP IA;Não ocorrerá difusão;0;0;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas no(a):;Estabelecimento de  remunerações  fixa e variável e programas de benefícios/benefícios flexíveis (cardápios de benefícios).;11 a 30%;30;31 a 50%;50;;;;0;;0;;;Técnico em eletroeletrônica;Assegurar o atendimento às normas técnicas por meio de sua aplicação e monitoramento;;Serviços;;;Seleção de equipamentos;;Multitarefa;;;;26;;;
Eletroeletrônico;2019;Implantação, pelas empresas de eletroeletrônica, de MRP para a gestão de matéria prima para produção;MRP;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas no(a):;Existência de programas de desenvolvimento de carreira e programas de capacitação e aprendizagem.;Até 10%;10;11 a 30%;30;;;;0;;0;;;Técnico em eletroeletrônica;Assegurar o atendimento das normas de segurança do trabalho por meio da aplicação de sua aplicação e monitoramento;;Língua Estrangeira;;;Operação e controle;;;;;Cooperação;26;;;
Eletroeletrônico;2019;Implantação, pelas empresas de eletroeletrônica, de MES para gestão de execução da manufatura;MES;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;11 a 30% do mercado;11;30;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas no(a):;Existência de programas de qualidade de vida no trabalho e programas de coaching.;Até 10%;10;31 a 50%;50;;;;0;;0;;;Técnico em eletroeletrônica;Coordenar os trabalhos dos auxiliares;;;;;Análise de operações;;;;;;26;;;
Eletroeletrônico;2019;Uso, pelas empresas de eletroeletrônica, de sistemas robotizados para trabalhos perigosos;Robótica perigosa;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;11 a 30% do mercado;11;30;Estabelecimento de ações e programas de responsabilidade empresarial que:;Incentivem e remunerem, por meio de processos sistemáticos, seus funcionários a inovar;Até 10%;10;Até 10%;10;;;;0;;0;;;Técnico em eletrotécnica;Utilizar ferramentas computacionais para operação e manutenção de sistemas elétricos;;;;;Gestão de recursos de materiais;;Multitarefa;;;;26;;;
Metal Mecânica;2019;Uso, pelas empresas de metal mecânica, do processo de usinagem a laser;Usinagem laser;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;11 a 30% do mercado;11;30;Ferramentas para o processo de tomada de decisão;Ferramentas para desenvolvimento, gestão e avaliação de seus projetos;Até 10%;10;11 a 30%;30;;;;0;;0;;;Operador de Centro de Usinagem com Comando Numérico;Fixar elementos mecânicos (matéria-prima, dispositivo de fixação, ferramentas);;Produção e Processamento;;;Orientação a serviços;;Controle e precisão;;;;24, 25, 28;;;
Metal Mecânica;2019;Uso, pelas empresas de metal mecânica, de torno CNC de cabeçote móvel;Torno CNC;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;11 a 30% do mercado;11;30;Ferramentas para o processo de tomada de decisão;Análise e Monitoramento de operaçõesde grande quantidade de dados;Até 10%;10;Até 10%;10;;;;0;;0;;;Operador de Centro de Usinagem com Comando Numérico;Configurar centro de usinagem CNC: OFFSET (compensação do desgaste e geometria da ferramenta), carregamento do programa e PRESET da ferramenta e zero-peça.;;;;;Manutenção de equipamentos;;Força estática;;;;24, 25, 28;;;
Metal Mecânica;2019;Uso, pelas empresas de metal mecânica, de máquinas de Alta Velocidade (High Speed Cutting);Máquinas alta velocidade;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas no(a):;Estabelecimento de  remunerações  fixa e variável e programas de benefícios/benefícios flexíveis (cardápios de benefícios).;Até 10%;10;Até 10%;10;;;;0;;0;;;Operador de Centro de Usinagem com Comando Numérico;Realizar usinagem, acompanhando do processo de usinagem, o desgaste da ferramenta e o controle dimensional da peça.;;;;;Seleção de equipamentos;;Sensibilidade auditiva;;;;24, 25, 28;;;
Metal Mecânica;2019;"""Uso, pelas empresas de metal mecânica, de máquina CNC hexápode """" 5 eixos""""""";Máquina CNC hexápode;Até 10% do mercado;0;10;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas no(a):;Existência de programas de desenvolvimento de carreira e programas de capacitação e aprendizagem.;Até 10%;10;Até 10%;10;;;;0;;0;;;Operador de Centro de Usinagem com Comando Numérico;Inspecionar visual e dimensionalmente a peça;;;;;Operação e controle;;;;;Atenção aos detalhes;24, 25, 28;;;
Metal Mecânica;2019;Uso, pelas empresas de metal mecânica, do processo de eletroerosão EDM, WEDM e micro-EDM;Eletroerosão;Até 10% do mercado;0;10;Até 10% do mercado;0;10;Até 10% do mercado;0;10;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas no(a):;Existência de programas de qualidade de vida no trabalho e programas de coaching.;Até 10%;10;Até 10%;10;;;;0;;0;;;Operador de Centro de Usinagem com Comando Numérico;Realizar limpeza e manutenção do Centro de Usinagem;;;;;Monitoramento de operações;;;;;Autocontrole;24, 25, 28;;;
Metal Mecânica;2019;Uso, pelas empresas de metal mecânica, de máquinas injetoras de Alumínio;Injetoras alumínio;11 a 30% do mercado;11;30;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;Estabelecimento de ações e programas de responsabilidade empresarial que:;Permitam a contratação, capacitação e promoção grupos vulneráveis visando promover a igualdade de oportunidades;Até 10%;10;Até 10%;10;;;;0;;0;;;Operador de Máquinas e Ferramentas;Retificar peças conforme desenho;;;;;Comunicação;;Velocidade de coordenação manual;;;;24, 25, 28;;;
Metal Mecânica;2019;Uso, pelas empresas de metal mecânica, de materiais cerâmicos;Materiais cerâmicos;11 a 30% do mercado;11;30;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;Estabelecimento de ações e programas de responsabilidade empresarial que:;Assegurem aos trabalhadores uma remuneração que garanta um nível de vida adequado a eles e a suas famílias;Até 10%;10;Até 10%;10;;;;0;;0;;;Operador de Máquinas e Ferramentas;Erodir peças conforme desenho;;;;;Seleção de equipamentos;;Memorização;;;;24, 25, 28;;;
